id,Community
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,5
67,5
68,5
69,5
70,3
71,2
72,3
73,3
74,3
75,6
76,3
77,3
78,3
79,3
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,5
88,5
89,5
90,5
91,5
92,3
93,3
94,5
95,3
96,5
97,5
98,5
99,3
100,3
101,5
102,5
103,5
104,3
105,5
106,5
107,5
108,3
109,1
110,5
111,3
112,5
113,5
114,5
115,5
116,3
117,5
118,5
119,3
120,5
121,5
122,5
123,3
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
133,5
134,3
135,5
136,5
137,3
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,2
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,7
182,7
183,7
184,7
185,7
186,7
187,7
188,7
189,7
190,7
191,7
192,7
193,7
194,7
195,7
196,7
197,7
198,7
199,7
200,7
201,7
202,7
203,7
204,7
205,7
206,7
207,7
208,7
209,6
210,7
211,7
212,7
213,6
214,6
215,6
216,6
217,6
218,6
219,3
220,6
221,6
222,6
223,6
224,6
225,6
226,3
227,6
228,6
229,3
230,6
231,6
232,6
233,6
234,6
235,6
236,6
237,6
238,6
239,6
240,3
241,6
242,6
243,6
244,6
245,6
246,6
247,3
248,6
249,6
250,6
251,6
252,6
253,3
254,6
255,6
256,3
257,6
258,6
259,3
260,6
261,7
262,6
263,6
264,6
265,6
266,6
267,6
268,6
