id,Community
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,3
67,4
68,4
69,4
70,5
71,2
72,5
73,3
74,3
75,7
76,3
77,3
78,5
79,3
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,4
91,4
92,5
93,5
94,4
95,5
96,4
97,4
98,4
99,3
100,3
101,3
102,4
103,4
104,3
105,4
106,4
107,4
108,3
109,5
110,4
111,3
112,4
113,4
114,4
115,4
116,3
117,4
118,4
119,3
120,4
121,4
122,4
123,5
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,3
134,5
135,4
136,4
137,5
138,5
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,2
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,8
182,8
183,8
184,8
185,8
186,8
187,8
188,8
189,8
190,8
191,8
192,8
193,8
194,8
195,8
196,8
197,8
198,8
199,8
200,8
201,8
202,8
203,8
204,8
205,8
206,8
207,8
208,8
209,7
210,8
211,8
212,8
213,7
214,7
215,7
216,7
217,7
218,7
219,7
220,7
221,7
222,7
223,7
224,7
225,7
226,3
227,3
228,7
229,3
230,7
231,7
232,7
233,7
234,7
235,7
236,3
237,7
238,7
239,7
240,3
241,3
242,7
243,7
244,7
245,7
246,7
247,3
248,7
249,7
250,3
251,7
252,7
253,3
254,7
255,7
256,3
257,7
258,7
259,3
260,7
261,8
262,7
263,3
264,7
265,7
266,7
267,7
268,7
